run_id,variant,case_set,instance_id,solved,steps_used,tree_nodes,effective_steps,steps_allowed,fraction_steps_used,total_tokens,cost_bpt,cost_usd,duration_s,stopped_reason
B_strict_c1_rafe_linear,B_strict,c1,risk_score_001,1,3,4,4,18,0.1667,7067,307770.0,0.00086634,64.85,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,shipment_preview_001,0,36,38,38,18,2.0000,101311,1857780.0,0.00500688,223.55,reviewer_rejected
B_strict_c1_rafe_linear,B_strict,c1,simple_mean_bug_001,1,3,4,4,18,0.1667,7124,300030.0,0.0007975500000000001,60.27,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,status_slug_001,1,3,4,4,18,0.1667,6612,285210.0,0.00077656,60.88,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,team_digest_001,1,6,7,7,18,0.3333,15469,559830.0,0.00156155,81.11,auto_finalized
B_strict_c1_rafe_linear,B_strict,c1,workspace_digest_001,1,4,5,5,18,0.2222,11546,460410.0,0.00122297,64.82,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,assignee_board_001,0,36,38,38,18,2.0000,104298,1974870.0,0.0054040500000000005,199.78,reviewer_rejected
B_strict_c2_rafe_linear,B_strict,c2,campaign_header_001,0,36,38,38,18,2.0000,98868,1795590.0,0.004812370000000001,179.09,reviewer_rejected
B_strict_c2_rafe_linear,B_strict,c2,comment_highlight_001,1,4,5,5,18,0.2222,9696,384840.0,0.0010528599999999999,66.2,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,dispatch_preview_001,0,36,38,38,18,2.0000,112255,2272050.0,0.00618512,218.09,reviewer_rejected
B_strict_c2_rafe_linear,B_strict,c2,fee_rounding_001,1,3,4,4,18,0.1667,6515,280410.0,0.00076508,56.06,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,headline_api_001,1,21,23,23,18,1.1667,60198,455730.0,0.00121646,140.47,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,incident_brief_c2_001,1,6,7,7,18,0.3333,16825,767550.0,0.0023095499999999996,111.68,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,invoice_summary_001,1,3,4,4,18,0.1667,7451,319290.0,0.0008870599999999998,66.19,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,label_join_001,1,3,4,4,18,0.1667,7925,469950.0,0.0013862,87.69,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,partner_brief_001,1,7,8,8,18,0.3889,16527,612630.0,0.00176512,84.04,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,profile_preview_001,0,36,38,38,18,2.0000,99166,1895820.0,0.00513894,217.65,reviewer_rejected
B_strict_c2_rafe_linear,B_strict,c2,queue_digest_001,1,4,5,5,18,0.2222,9249,371250.0,0.00102316,62.68,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,ratio_guard_001,1,3,4,4,18,0.1667,7479,318330.0,0.0008928,62.32,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,renewal_banner_001,1,4,5,5,18,0.2222,9007,379920.0,0.00110459,74.19,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,retry_slot_001,1,3,4,4,18,0.1667,7243,355710.0,0.0011329500000000002,82.55,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,shipment_digest_001,1,4,5,5,18,0.2222,9562,388200.0,0.0010820299999999999,64.81,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,sprint_rollup_001,1,3,4,4,18,0.1667,7056,302040.0,0.0008191100000000001,61.72,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,tag_visibility_001,1,3,4,4,18,0.1667,6485,279870.0,0.0007731600000000001,57.84,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,timeline_caption_001,1,21,23,23,18,1.1667,56791,525930.0,0.0015018199999999998,154.38,auto_finalized
B_strict_c2_rafe_linear,B_strict,c2,window_center_001,1,3,4,4,18,0.1667,6440,273120.0,0.00073236,58.32,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,alert_subject_001,0,36,38,38,18,2.0000,106460,1993380.0,0.0053354,254.77,reviewer_rejected
B_strict_c3_rafe_linear,B_strict,c3,backlog_health_medium_c3_001,1,4,5,5,18,0.2222,9518,385080.0,0.0010670599999999999,72.53,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,c3_banner_trim_001,1,3,4,4,18,0.1667,6427,274170.0,0.00074244,56.04,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,c3_clamp_floor_001,1,3,4,4,18,0.1667,6479,277440.0,0.0007476799999999999,65.17,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,c3_csv_count_001,1,3,4,4,18,0.1667,6468,278100.0,0.0007556700000000001,63.23,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,c3_eta_label_001,1,3,4,4,18,0.1667,6385,274620.0,0.0007491099999999999,60.4,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,c3_initials_join_001,0,36,38,38,18,2.0000,99546,1840800.0,0.00495493,218.25,reviewer_rejected
B_strict_c3_rafe_linear,B_strict,c3,c3_slug_tail_001,1,3,4,4,18,0.1667,6490,286860.0,0.0008049299999999999,60.26,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,c3_title_case_001,1,31,33,33,18,1.7222,90973,1272690.0,0.00347815,223.19,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,escalation_caption_001,0,36,38,38,18,2.0000,113410,2277150.0,0.00610873,292.58,reviewer_rejected
B_strict_c3_rafe_linear,B_strict,c3,invoice_alerts_medium_c3_001,1,4,5,5,18,0.2222,9444,379350.0,0.00104461,65.09,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,ledger_preview_001,1,10,11,11,18,0.5556,26872,899760.0,0.0025838600000000003,140.18,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,oncall_brief_medium_c3_001,1,4,5,5,18,0.2222,9752,404430.0,0.00116432,77.96,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,quota_snapshot_medium_c3_001,1,4,5,5,18,0.2222,9446,383100.0,0.00106204,68.45,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,release_notes_medium_c3_001,1,4,5,5,18,0.2222,9703,398190.0,0.00113194,65.96,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,roster_signature_001,0,36,38,38,18,2.0000,113670,2368230.0,0.00644119,258.56,reviewer_rejected
B_strict_c3_rafe_linear,B_strict,c3,segment_badge_001,1,5,6,6,18,0.2778,10654,411690.0,0.00115353,69.28,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,ticket_digest_medium_c3_001,1,4,5,5,18,0.2222,9665,394080.0,0.00110494,79.01,auto_finalized
B_strict_c3_rafe_linear,B_strict,c3,transfer_digest_001,0,36,38,38,18,2.0000,116522,2137380.0,0.005705340000000001,303.04,reviewer_rejected
B_strict_c3_rafe_linear,B_strict,c3,uptime_rollup_medium_c3_001,1,4,5,5,18,0.2222,9985,444360.0,0.0013644299999999998,90.66,auto_finalized
C_c1_mixed_mcts,C,c1,board_rollup_001,1,3,4,4,18,0.1667,9904,402240.0,0.00110833,63.64,auto_finalized
C_c1_mixed_mcts,C,c1,budget_snapshot_001,1,22,24,24,18,1.2222,79744,1083630.0,0.0030557100000000005,172.87,auto_finalized
C_c1_mixed_mcts,C,c1,contact_card_001,0,27,35,35,18,1.5000,184250,4667610.0,0.01294539,267.66,reviewer_rejected
C_c1_mixed_mcts,C,c1,digest_preview_001,1,11,13,13,18,0.6111,125649,4068540.0,0.01169898,230.66,auto_finalized
C_c1_mixed_mcts,C,c1,incident_brief_001,1,4,5,5,18,0.2222,22602,801090.0,0.00228905,85.88,auto_finalized
C_c1_mixed_mcts,C,c1,invoice_footer_001,1,20,22,22,18,1.1111,140716,726150.0,0.00216231,210.38,auto_finalized
C_c1_mixed_mcts,C,c1,label_formatter_001,1,5,6,6,18,0.2778,41114,1493700.0,0.004447609999999999,135.98,auto_finalized
C_c1_mixed_mcts,C,c1,median_window_001,1,3,4,4,18,0.1667,8948,360240.0,0.00100274,59.56,auto_finalized
C_c1_mixed_mcts,C,c1,milestone_rollup_001,1,4,5,5,18,0.2222,11571,446580.0,0.00125658,65.99,auto_finalized
C_c1_mixed_mcts,C,c1,nested_app_001,0,26,41,41,18,1.4444,242929,3272730.0,0.00895697,334.95,reviewer_rejected
C_c1_mixed_mcts,C,c1,owner_recap_001,1,8,9,9,18,0.4444,31613,1076730.0,0.0031883600000000003,123.13,auto_finalized
C_c1_mixed_mcts,C,c1,owner_sort_001,1,3,4,4,18,0.1667,8759,346740.0,0.00093723,56.44,auto_finalized
C_c1_mixed_mcts,C,c1,priority_snapshot_001,1,4,5,5,18,0.2222,20292,715320.0,0.00204929,80.91,auto_finalized
C_c1_mixed_mcts,C,c1,renewal_preview_001,1,20,22,22,18,1.1111,64003,529770.0,0.0014646899999999998,136.06,auto_finalized
C_c1_mixed_mcts,C,c1,risk_score_001,1,3,4,4,18,0.1667,9040,355980.0,0.00097074,56.71,auto_finalized
C_c1_mixed_mcts,C,c1,shipment_preview_001,0,24,39,39,18,1.3333,133289,2637210.0,0.007143630000000001,185.48,reviewer_rejected
C_c1_mixed_mcts,C,c1,simple_mean_bug_001,1,3,4,4,18,0.1667,9255,357300.0,0.00093735,52.8,auto_finalized
C_c1_mixed_mcts,C,c1,status_slug_001,1,3,4,4,18,0.1667,8510,335580.0,0.00090044,57.9,auto_finalized
C_c1_mixed_mcts,C,c1,team_digest_001,1,6,7,7,18,0.3333,23502,795600.0,0.00222703,79.79,auto_finalized
C_c1_mixed_mcts,C,c1,workspace_digest_001,1,4,5,5,18,0.2222,24869,865500.0,0.0026092100000000003,115.47,auto_finalized
C_c2_mixed_mcts,C,c2,assignee_board_001,0,27,43,43,18,1.5000,274730,4443060.0,0.012069880000000002,271.59,reviewer_rejected
C_c2_mixed_mcts,C,c2,campaign_header_001,0,28,40,40,18,1.5556,204898,4807320.0,0.01317528,251.13,reviewer_rejected
C_c2_mixed_mcts,C,c2,comment_highlight_001,1,4,5,5,18,0.2222,12269,473280.0,0.0013308999999999999,64.76,auto_finalized
C_c2_mixed_mcts,C,c2,dispatch_preview_001,0,27,41,41,18,1.5000,283145,4889790.0,0.01452191,547.41,reviewer_rejected
C_c2_mixed_mcts,C,c2,fee_rounding_001,1,3,4,4,18,0.1667,8821,376230.0,0.00111528,66.34,auto_finalized
C_c2_mixed_mcts,C,c2,headline_api_001,0,28,41,41,18,1.5556,222919,3376440.0,0.009344000000000002,310.34,reviewer_rejected
C_c2_mixed_mcts,C,c2,incident_brief_c2_001,1,3,4,4,18,0.1667,9621,397170.0,0.00113585,68.07,auto_finalized
C_c2_mixed_mcts,C,c2,invoice_summary_001,1,3,4,4,18,0.1667,9839,392280.0,0.0010967,61.79,auto_finalized
C_c2_mixed_mcts,C,c2,label_join_001,1,3,4,4,18,0.1667,8442,340110.0,0.00094406,56.43,auto_finalized
C_c2_mixed_mcts,C,c2,partner_brief_001,1,5,6,6,18,0.2778,14760,693360.0,0.00208563,98.5,auto_finalized
C_c2_mixed_mcts,C,c2,profile_preview_001,0,36,38,38,18,2.0000,131971,2713680.0,0.00750163,233.98,reviewer_rejected
C_c2_mixed_mcts,C,c2,queue_digest_001,1,3,4,4,18,0.1667,13831,549210.0,0.0016417200000000002,78.65,auto_finalized
C_c2_mixed_mcts,C,c2,ratio_guard_001,1,7,10,10,18,0.3889,39961,1431840.0,0.00413471,118.32,auto_finalized
C_c2_mixed_mcts,C,c2,renewal_banner_001,1,20,22,22,18,1.1111,69113,482160.0,0.00136715,139.21,auto_finalized
C_c2_mixed_mcts,C,c2,retry_slot_001,1,5,7,7,18,0.2778,38605,1396020.0,0.00407861,121.8,auto_finalized
C_c2_mixed_mcts,C,c2,shipment_digest_001,1,4,5,5,18,0.2222,11929,459480.0,0.00128095,64.06,auto_finalized
C_c2_mixed_mcts,C,c2,sprint_rollup_001,1,3,4,4,18,0.1667,9820,439770.0,0.0013705100000000001,76.68,auto_finalized
C_c2_mixed_mcts,C,c2,tag_visibility_001,1,3,4,4,18,0.1667,8631,360000.0,0.00104144,62.44,auto_finalized
C_c2_mixed_mcts,C,c2,timeline_caption_001,0,36,38,38,18,2.0000,144912,2901270.0,0.00786859,234.22,reviewer_rejected
C_c2_mixed_mcts,C,c2,window_center_001,1,3,4,4,18,0.1667,8630,346110.0,0.00096028,60.82,auto_finalized
C_c3_mixed_mcts,C,c3,alert_subject_001,0,34,40,40,18,1.8889,152795,2500050.0,0.006922,243.21,reviewer_rejected
C_c3_mixed_mcts,C,c3,backlog_health_medium_c3_001,1,4,5,5,18,0.2222,14044,517620.0,0.00143342,59.47,auto_finalized
C_c3_mixed_mcts,C,c3,c3_banner_trim_001,1,3,4,4,18,0.1667,8444,334050.0,0.00091676,52.65,auto_finalized
C_c3_mixed_mcts,C,c3,c3_clamp_floor_001,1,3,4,4,18,0.1667,8592,356670.0,0.00101624,54.67,auto_finalized
C_c3_mixed_mcts,C,c3,c3_csv_count_001,1,3,4,4,18,0.1667,8380,334650.0,0.0009119500000000001,52.22,auto_finalized
C_c3_mixed_mcts,C,c3,c3_eta_label_001,1,3,4,4,18,0.1667,8470,341220.0,0.00095151,53.97,auto_finalized
C_c3_mixed_mcts,C,c3,c3_initials_join_001,0,25,43,43,18,1.3889,187787,3482100.0,0.00963603,276.61,reviewer_rejected
C_c3_mixed_mcts,C,c3,c3_slug_tail_001,1,3,4,4,18,0.1667,8594,349710.0,0.00098149,53.61,auto_finalized
C_c3_mixed_mcts,C,c3,c3_title_case_001,1,10,17,17,18,0.5556,82300,2554140.0,0.00724747,147.12,auto_finalized
C_c3_mixed_mcts,C,c3,escalation_caption_001,0,36,38,38,18,2.0000,237721,5037390.0,0.01499014,489.98,reviewer_rejected
C_c3_mixed_mcts,C,c3,invoice_alerts_medium_c3_001,1,4,5,5,18,0.2222,18553,655950.0,0.0018437700000000002,66.26,auto_finalized
C_c3_mixed_mcts,C,c3,ledger_preview_001,1,4,5,5,18,0.2222,10830,421290.0,0.00119402,59.81,auto_finalized
C_c3_mixed_mcts,C,c3,oncall_brief_medium_c3_001,1,4,5,5,18,0.2222,19397,696030.0,0.00200892,72.77,auto_finalized
C_c3_mixed_mcts,C,c3,quota_snapshot_medium_c3_001,1,4,5,5,18,0.2222,11864,458790.0,0.00129788,61.69,auto_finalized
C_c3_mixed_mcts,C,c3,release_notes_medium_c3_001,1,4,5,5,18,0.2222,11985,462060.0,0.00130578,59.43,auto_finalized
C_c3_mixed_mcts,C,c3,roster_signature_001,0,10,28,28,18,0.5556,99239,2725530.0,0.0075222100000000005,178.79,reviewer_rejected
C_c3_mixed_mcts,C,c3,segment_badge_001,1,13,14,14,18,0.7222,45166,1455060.0,0.00405537,85.51,auto_finalized
C_c3_mixed_mcts,C,c3,ticket_digest_medium_c3_001,1,4,5,5,18,0.2222,12064,462630.0,0.0013003,60.66,auto_finalized
C_c3_mixed_mcts,C,c3,transfer_digest_001,0,26,40,40,18,1.4444,251696,4256910.0,0.012092620000000002,384.05,reviewer_rejected
C_c3_mixed_mcts,C,c3,uptime_rollup_medium_c3_001,1,4,5,5,18,0.2222,13675,662160.0,0.00198613,89.35,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,board_rollup_001,1,3,4,4,18,0.1667,17250,625770.0,0.00175841,94.69,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,budget_snapshot_001,1,16,26,26,18,0.8889,112960,1067040.0,0.00309802,273.26,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,contact_card_001,0,16,18,18,18,0.8889,94225,1163400.0,0.00316078,230.94,reviewer_rejected
C_strict_c1_mixed_mcts,C_strict,c1,digest_preview_001,1,4,5,5,18,0.2222,26880,958500.0,0.0028692,144.57,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,incident_brief_001,1,4,5,5,18,0.2222,14274,591570.0,0.00178517,88.36,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,invoice_footer_001,1,10,15,15,18,0.5556,96153,3016800.0,0.00865282,256.93,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,label_formatter_001,1,3,4,4,18,0.1667,9156,369180.0,0.00104593,77.02,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,median_window_001,1,3,4,4,18,0.1667,8948,361410.0,0.0010077,64.18,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,milestone_rollup_001,1,4,5,5,18,0.2222,11559,443340.0,0.00123898,73.19,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,nested_app_001,1,5,6,6,18,0.2778,14826,564120.0,0.0015981000000000003,73.17,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,owner_recap_001,1,25,27,27,18,1.3889,104093,1225980.0,0.0034918,240.95,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,owner_sort_001,1,3,4,4,18,0.1667,8753,346380.0,0.0009357100000000001,54.18,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,priority_snapshot_001,1,4,5,5,18,0.2222,20495,733560.0,0.00214633,106.95,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,renewal_preview_001,1,22,24,24,18,1.2222,62846,675390.0,0.00206514,253.83,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,risk_score_001,0,0,0,0,18,0.0000,0,0.0,0.0,2.96,
C_strict_c1_mixed_mcts,C_strict,c1,shipment_preview_001,0,24,39,39,18,1.3333,134291,2066700.0,0.0055039699999999995,234.51,reviewer_rejected
C_strict_c1_mixed_mcts,C_strict,c1,simple_mean_bug_001,1,3,4,4,18,0.1667,9404,368700.0,0.00098931,62.61,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,status_slug_001,1,3,4,4,18,0.1667,8536,340140.0,0.0009243599999999999,65.15,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,team_digest_001,1,6,7,7,18,0.3333,23673,806310.0,0.0022731500000000003,78.57,auto_finalized
C_strict_c1_mixed_mcts,C_strict,c1,workspace_digest_001,1,4,5,5,18,0.2222,14640,558900.0,0.00151365,76.29,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,assignee_board_001,0,31,39,39,18,1.7222,190823,3536190.0,0.0097661,333.35,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,campaign_header_001,0,33,36,36,18,1.8333,157075,1962270.0,0.00526221,372.93,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,comment_highlight_001,1,4,5,5,18,0.2222,19466,676230.0,0.00186878,81.51,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,dispatch_preview_001,0,19,40,40,18,1.0556,187822,2583630.0,0.007062,319.48,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,fee_rounding_001,1,3,4,4,18,0.1667,8495,343950.0,0.0009592000000000001,60.61,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,headline_api_001,1,10,23,23,18,0.5556,132949,4110870.0,0.011785420000000001,223.05,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,incident_brief_c2_001,0,36,38,38,18,2.0000,178728,2950050.0,0.00812112,240.79,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,invoice_summary_001,1,3,4,4,18,0.1667,17026,609600.0,0.0017127400000000001,62.91,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,label_join_001,1,3,4,4,18,0.1667,8370,336870.0,0.00093206,59.2,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,partner_brief_001,1,4,5,5,18,0.2222,11239,457320.0,0.0013449199999999999,81.49,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,profile_preview_001,1,30,35,35,18,1.6667,171437,1982760.0,0.00544384,353.51,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,queue_digest_001,1,4,5,5,18,0.2222,11891,466530.0,0.00134468,74.2,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,ratio_guard_001,0,36,38,38,18,2.0000,232179,4007250.0,0.011521710000000001,384.16,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,renewal_banner_001,1,3,4,4,18,0.1667,9332,399390.0,0.0012089499999999999,68.99,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,retry_slot_001,1,5,7,7,18,0.2778,32381,1207860.0,0.0035343700000000002,112.39,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,shipment_digest_001,1,4,5,5,18,0.2222,11849,452580.0,0.00124855,59.58,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,sprint_rollup_001,1,3,4,4,18,0.1667,9330,381330.0,0.00107859,63.67,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,tag_visibility_001,1,3,4,4,18,0.1667,8520,340560.0,0.00093948,59.77,auto_finalized
C_strict_c2_mixed_mcts,C_strict,c2,timeline_caption_001,0,28,42,42,18,1.5556,166519,3909000.0,0.0109473,259.66,reviewer_rejected
C_strict_c2_mixed_mcts,C_strict,c2,window_center_001,1,3,4,4,18,0.1667,8452,333390.0,0.0009034000000000001,53.37,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,alert_subject_001,0,28,40,40,18,1.5556,180412,3711390.0,0.01017763,236.48,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,backlog_health_medium_c3_001,1,4,5,5,18,0.2222,13431,652860.0,0.0019510699999999998,98.2,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_banner_trim_001,1,3,4,4,18,0.1667,8642,344130.0,0.00095652,58.58,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_clamp_floor_001,1,3,4,4,18,0.1667,14615,531960.0,0.0015004800000000002,70.06,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_csv_count_001,1,3,4,4,18,0.1667,8379,333810.0,0.0009071900000000001,54.6,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_eta_label_001,1,3,4,4,18,0.1667,8396,338460.0,0.0009424700000000002,64.43,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_initials_join_001,0,27,42,42,18,1.5000,197612,3041700.0,0.00855285,368.99,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,c3_slug_tail_001,1,3,4,4,18,0.1667,8387,343590.0,0.0009654500000000001,64.61,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,c3_title_case_001,1,7,9,9,18,0.3889,42577,1364430.0,0.00390987,123.8,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,escalation_caption_001,1,19,26,26,18,1.0556,114525,1195650.0,0.00319733,218.09,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,invoice_alerts_medium_c3_001,1,4,5,5,18,0.2222,19169,705390.0,0.00207993,80.46,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,ledger_preview_001,1,4,5,5,18,0.2222,10810,419790.0,0.0011862200000000002,70.96,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,oncall_brief_medium_c3_001,1,5,6,6,18,0.2778,22116,776610.0,0.0022131200000000003,83.06,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,quota_snapshot_medium_c3_001,1,4,5,5,18,0.2222,18826,658380.0,0.00184748,74.69,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,release_notes_medium_c3_001,1,4,5,5,18,0.2222,12144,472140.0,0.00134918,66.01,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,roster_signature_001,0,16,29,29,18,0.8889,158602,4545090.0,0.01292794,309.41,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,segment_badge_001,1,7,8,8,18,0.3889,17551,636060.0,0.0018375700000000002,74.37,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,ticket_digest_medium_c3_001,1,4,5,5,18,0.2222,13628,669300.0,0.00202547,95.25,auto_finalized
C_strict_c3_mixed_mcts,C_strict,c3,transfer_digest_001,0,21,44,44,18,1.1667,237290,4416840.0,0.01220756,352.89,reviewer_rejected
C_strict_c3_mixed_mcts,C_strict,c3,uptime_rollup_medium_c3_001,1,4,5,5,18,0.2222,12078,475020.0,0.00135943,68.37,auto_finalized
D_c1_mixed_value,D,c1,board_rollup_001,1,3,4,4,18,0.1667,17005,652620.0,0.00182841,78.94,auto_finalized
D_c1_mixed_value,D,c1,budget_snapshot_001,0,31,40,40,18,1.7222,165057,4065510.0,0.01136846,345.45,reviewer_rejected
D_c1_mixed_value,D,c1,contact_card_001,0,23,25,25,18,1.2778,153520,1235310.0,0.0035120499999999996,345.43,reviewer_rejected
D_c1_mixed_value,D,c1,digest_preview_001,0,33,39,39,18,1.8333,272843,5119650.0,0.01426041,536.39,reviewer_rejected
D_c1_mixed_value,D,c1,incident_brief_001,1,4,5,5,18,0.2222,15417,792360.0,0.00231218,299.78,auto_finalized
D_c1_mixed_value,D,c1,invoice_footer_001,0,26,42,42,18,1.4444,305000,5737770.0,0.01620634,859.88,reviewer_rejected
D_c1_mixed_value,D,c1,label_formatter_001,1,7,8,8,18,0.3889,44109,1543350.0,0.0044948900000000005,164.5,auto_finalized
D_c1_mixed_value,D,c1,median_window_001,1,3,4,4,18,0.1667,8991,400770.0,0.00114686,73.16,auto_finalized
D_c1_mixed_value,D,c1,milestone_rollup_001,1,4,5,5,18,0.2222,11764,500010.0,0.0014331,87.03,auto_finalized
D_c1_mixed_value,D,c1,nested_app_001,1,5,6,6,18,0.2778,14846,614190.0,0.00175658,96.01,auto_finalized
D_c1_mixed_value,D,c1,owner_recap_001,1,8,9,9,18,0.4444,30267,1125090.0,0.0031554800000000004,150.09,auto_finalized
D_c1_mixed_value,D,c1,owner_sort_001,1,3,4,4,18,0.1667,15140,577410.0,0.00159511,86.64,auto_finalized
D_c1_mixed_value,D,c1,priority_snapshot_001,0,0,0,0,18,0.0000,0,0.0,0.0,2.87,
D_c1_mixed_value,D,c1,renewal_preview_001,1,20,22,22,18,1.1111,83181,552270.0,0.0015117099999999997,239.52,auto_finalized
D_c1_mixed_value,D,c1,risk_score_001,1,3,4,4,18,0.1667,16199,614790.0,0.00174646,82.75,auto_finalized
D_c1_mixed_value,D,c1,shipment_preview_001,0,36,38,38,18,2.0000,143928,2807850.0,0.007831659999999999,323.77,reviewer_rejected
D_c1_mixed_value,D,c1,simple_mean_bug_001,1,3,4,4,18,0.1667,9281,395610.0,0.00106963,72.44,auto_finalized
D_c1_mixed_value,D,c1,status_slug_001,1,3,4,4,18,0.1667,8541,376710.0,0.00104724,69.1,auto_finalized
D_c1_mixed_value,D,c1,team_digest_001,1,6,7,7,18,0.3333,23708,889500.0,0.00255351,112.1,auto_finalized
D_c1_mixed_value,D,c1,workspace_digest_001,1,5,6,6,18,0.2778,17985,716100.0,0.00197013,78.6,auto_finalized
D_c2_mixed_value,D,c2,assignee_board_001,0,14,43,43,18,0.7778,244843,4427310.0,0.01236092,456.11,reviewer_rejected
D_c2_mixed_value,D,c2,campaign_header_001,0,32,40,40,18,1.7778,157897,2697330.0,0.00746383,477.83,reviewer_rejected
D_c2_mixed_value,D,c2,comment_highlight_001,1,4,5,5,18,0.2222,12481,525120.0,0.0015127000000000003,87.21,auto_finalized
D_c2_mixed_value,D,c2,dispatch_preview_001,0,31,39,39,18,1.7222,156951,2432250.0,0.0068338,478.99,reviewer_rejected
D_c2_mixed_value,D,c2,fee_rounding_001,1,3,4,4,18,0.1667,8827,424050.0,0.0013088,84.31,auto_finalized
D_c2_mixed_value,D,c2,headline_api_001,1,13,25,25,18,0.7222,135003,513240.0,0.00143952,364.63,auto_finalized
D_c2_mixed_value,D,c2,incident_brief_c2_001,1,4,5,5,18,0.2222,12242,529230.0,0.0015614499999999998,93.57,auto_finalized
